Ｎｏ,分類,アイテム名,アイテム名：漢字,アイコンキャラ(*.sch),アイコンパレット(*.scl),買値,装備効果,威力,装備効果説明＆発動タイミング,なげつける威力,なげつける効果,しぜんのめぐみ威力,しぜんのめぐみタイプ,ついばむ効果,フィールドバック画面１行目：18文字目安,フィールドバック画面２行目：18文字目安,フィールドバック画面３行目：18文字目安,漢字の説明１,漢字の説明２,漢字の説明３,重要,便利,field保存先,b保存ボール,b保存戦闘用,b保存ＨＰ,b保存状態異常,b保存PP,Ｆ使用,Ｂ使用,ワークタイプ,ワーク,能力ガード,クリティカル,攻撃力,防御力,素早さ,命中率,特殊攻撃,特殊防御,レベルup,pp回復flg　（０＝選択ナシ、１＝選択アリ  ,pp回復値,pp値up,HP努力値,攻撃努力値,防御努力値,素早努力値,特攻努力値,特防努力値,なつき度1　（なつき度100未満）,なつき度2　（なつき度100以上200未満,なつき度3　（なつき度200以上）,眠り回復,毒回復,やけど回復,こおり回復,まひ回復,混乱回復,メロメロ回復,ＨＰ回復,瀕死回復,進化,備考／入手場所…ＦＳ（フレンドリーショップ）
212,きのみ,レンブのみ,レンブのみ,item_440,item_440,000020,SOUBI_TOKUSYUDEKOUGEKI,8,１度だけ特殊攻撃を受けると相手のＨＰの1/威力ダメージを与える。,10,0,80,あく,0,ポケモンに　もたせると,とくしゅわざを　うけたとき,あいてにも　ダメージを　あたえる。,ポケモンに　もたせると,とくしゅわざを　うけたとき,あいてにも　ダメージを　あたえる。,0,0,NUTS,0,0,0,0,0,KINOMI,0,RECOVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
213,装備,ひかりのこな,ひかりのこな,item_179,item_179,000010,SOUBI_MEITYUURITUDOWN,10,相手の技の命中率を下げる（１００?威力）／１００,10,0,0,ー,0,キラキラ　ひかるこな。　もたせると,ひかりが　あいてを　まどわして,わざが　めいちゅう　しにくくなる。,キラキラ　ひかるこな。　もたせると,ひかりが　あいてを　まどわして,わざが　めいちゅう　しにくくなる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
214,装備,しろいハーブ,しろいハーブ,item_180,item_180,000100,SOUBI_NOURYOKUKAIHUKU,0,能力が下がっていた場合、能力を元に戻す。エフェクト後、「○○○○○は　○○○○○○○で　ステータスを　もとに　もどした！」の表示,10,NAGETUKERU_NOURYOKUKAIHUKU,0,ー,0,もたせた　ポケモンの　のうりょくが,さがったとき　いちどだけ　もとの,じょうたいに　もどす。,もたせた　ポケモンの　のうりょくが,さがったとき　いちどだけ　もとの,じょうたいに　もどす。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
215,装備,きょうせいギプス,きょうせいギプス,item_181,item_181,003000,SOUBI_DORYOKUTINIBAI,0,持たせると、自分の素早さが１／２になるが、努力値が２倍もらえる,60,0,0,ー,0,かたくて　おもい　ギプス。,もたせると　すばやさは　さがるが,ふつうより　つよく　そだちやすい。,かたくて　おもい　ギプス。,もたせると　すばやさは　さがるが,ふつうより　つよく　そだちやすい。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
216,装備,がくしゅうそうち,がくしゅうそうち,item_182,item_182,003000,SOUBI_KEIKENTIGET,0,持たせたポケモンに経験値が与えられる。,30,0,0,ー,0,もたせた　ポケモンは　せんとうに,でなくても　けいけんちを,わけてもらえる　べんりな　そうち。,もたせた　ポケモンは　せんとうに,でなくても　けいけんちを,わけてもらえる　べんりな　そうち。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ポケモンじいさんの家：赤いウロコと交換で入手。ラジオ塔(コガネ)：ＩＤクジの２等景品。
217,装備,せんせいのツメ,せんせいのツメ,item_183,item_183,000100,SOUBI_SENSEIKOUGEKI,20,先制攻撃できることがある。威力＝％,80,0,0,ー,0,かるくて　するどい　ツメ。,もたせると　あいてより　さきに,こうどう　できることが　ある。,かるくて　するどい　ツメ。,もたせると　あいてより　さきに,こうどう　できることが　ある。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,自然公園：右下ベンチにいる先生から入手
218,装備,やすらぎのすず,やすらぎのすず,item_184,item_184,000100,SOUBI_NATUKIDOUP,0,もたせているとなつき度があがりやすい 1.5倍,10,0,0,ー,0,ここちよい　ねいろの　すず。,もたせた　ポケモンは　こころが,やすらぎ　なつきやすくなる。,ここちよい　ねいろの　すず。,もたせた　ポケモンは　こころが,やすらぎ　なつきやすくなる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
219,装備,メンタルハーブ,メンタルハーブ,item_180,item_185,000100,SOUBI_MEROMERONAOSI,0,メロメロ状態だった場合、治す。エフェクト後、「○○○○○は　○○○○○○○で　メロメロじょうたいが　なおった！」の表示,10,NAGETUKERU_MEROMERONAOSI,0,ー,0,もたせた　ポケモンが　メロメロの,じょうたいに　なったときに,いちどだけ　かいふくする。,もたせた　ポケモンが　メロメロの,じょうたいに　なったときに,いちどだけ　かいふくする。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
220,装備,こだわりハチマキ,こだわりハチマキ,item_186,item_186,000100,SOUBI_ONAZIWAZAONLY,0,１度技を出すと、入れ替えるまでその技しかだせなくなるが、技の威力は１．５倍。ほかの技を出そうとすると「こだわりハチマキの　こうかで　○○○○○しか　だすことができない！」,10,0,0,ー,0,ちょっと　こだわった　ハチマキ。,もたせると　こうげきは　あがるが,おなじ　わざしか　だせなくなる。,ちょっと　こだわった　ハチマキ。,もたせると　こうげきは　あがるが,おなじ　わざしか　だせなくなる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
221,装備,おうじゃのしるし,おうじゃのしるし,item_187,item_187,000100,SOUBI_HIRUMASERU,10,ダメージ技を出すと、相手をひるませることがある。威力＝％,30,NAGETUKERU_HIRUMASERU,0,ー,0,もたせると　こうげきして,ダメージを　あたえたときに,あいてを　　ひるませることが　ある。,もたせると　こうげきして,ダメージを　あたえたときに,あいてを　　ひるませることが　ある。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ヤドンの井戸Ｂ１：メガネから入手。（要なみのり）
222,装備,ぎんのこな,ぎんのこな,item_188,item_188,000100,SOUBI_MUSIIRYOKUUP,20,むしタイプの威力が上がる　威力＝％,10,0,0,ー,0,ぎんいろに　かがやく　こな。,もたせると　むしタイプの,わざの　いりょくが　あがる。,ぎんいろに　かがやく　こな。,もたせると　むしタイプの,わざの　いりょくが　あがる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
223,装備,おまもりこばん,おまもりこばん,item_189,item_189,000100,SOUBI_OKANENIBAI,10,１回でも戦闘に出ると、その戦闘でもらえるお金が２倍になる。,30,0,0,ー,0,もたせた　ポケモンが　いちどでも,せんとうに　かおを　だすと,おかねが　２ばい　もらえる。,もたせた　ポケモンが　いちどでも,せんとうに　かおを　だすと,おかねが　２ばい　もらえる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,コガネデパート地下で拾う
224,装備,きよめのおふだ,きよめのおふだ,item_190,item_190,000200,SOUBI_ENCOUNTRITUDOWN,0,エンカウント率が２／３になる。,30,0,0,ー,0,いちばん　まえの　ポケモンに,もたせると　やせいポケモンが,でて　きにくくなる。,いちばん　まえの　ポケモンに,もたせると　やせいポケモンが,でて　きにくくなる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,５番道路の民家：おばあさんから入手
225,装備,こころのしずく,こころのしずく,item_191,item_191,000200,SOUBI_TOKUKOUTOKUBOUUP,0,ラティオスorラティアスが装備すると特殊攻撃＆特殊防御が１.５倍になる。,30,0,0,ー,0,ラティオス　または　ラティアスに,もたせると　とくこうと　とくぼうが,あがる　ふしぎな　たま。,ラティオス　または　ラティアスに,もたせると　とくこうと　とくぼうが,あがる　ふしぎな　たま。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
226,装備,しんかいのキバ,しんかいのキバ,item_192,item_192,000200,SOUBI_PAARURUTOKUKOUNIBAI,0,パールル→パンテールに通信進化。パールルに持たせると特殊攻撃が２倍になる。,90,0,0,ー,0,パールルに　もたせると,とくこうが　あがる　キバ。,するどく　ぎんいろに　ひかる。,パールルに　もたせると,とくこうが　あがる　キバ。,するどく　ぎんいろに　ひかる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
227,装備,しんかいのウロコ,しんかいのウロコ,item_193,item_193,000200,SOUBI_PAARURUTOKUBOUNIBAI,0,パールル→サクラビスに通信進化。パールルに持たせると特殊防御が２倍になる。,30,0,0,ー,0,パールルに　もたせると,とくぼうが　あがる　ウロコ。,うすい　ピンクいろに　ひかる。,パールルに　もたせると,とくぼうが　あがる　ウロコ。,うすい　ピンクいろに　ひかる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
228,装備,けむりだま,けむりだま,item_194,item_194,000200,SOUBI_KANARAZUNIGERARERU,0,野生のポケモンから必ず逃げられるようになる。,30,0,0,ー,0,もたせた　ポケモンは　やせいの,ポケモンとの　せんとうから,ぜったいに　にげられる。,もたせた　ポケモンは　やせいの,ポケモンとの　せんとうから,ぜったいに　にげられる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
229,装備,かわらずのいし,かわらずのいし,item_195,item_195,000200,SOUBI_SINKASINAI,0,もっているポケモンは、進化しなくなる。,30,0,0,ー,0,ポケモンに　もたせると,そのあいだ　しんか　しなくなる,ふしぎな　いし。,ポケモンに　もたせると,そのあいだ　しんか　しなくなる,ふしぎな　いし。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ウツギ研究所：博士から入手(仮)※コメントアウトしてる
230,装備,きあいのハチマキ,きあいのハチマキ,item_196,item_196,000200,SOUBI_HPITIDETAERU,10,ＨＰが０になるダメージを受けてもＨＰ１で持ちこたえることがある。威力＝％　エフェクト後、「○○○○○は　○○○○○○○で　もちこたえた！」,10,0,0,ー,0,もたせると　ひんしに　なりそうな,わざを　うけても　ＨＰを　１だけ,のこして　たえることが　ある。,もたせると　ひんしに　なりそうな,わざを　うけても　ＨＰを　１だけ,のこして　たえることが　ある。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,格闘道場(ヤマブキ)で拾う
231,装備,しあわせタマゴ,しあわせタマゴ,item_197,item_197,000200,SOUBI_KEIKENTIHUERU,0,戦闘後に貰える経験値が増える（+５０％）。,30,0,0,ー,0,しあわせが　つまった　タマゴ。,もたせた　ポケモンは　もらえる,けいけんちが　すこし　ふえる。,しあわせが　つまった　タマゴ。,もたせた　ポケモンは　もらえる,けいけんちが　すこし　ふえる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
232,装備,ピントレンズ,ピントレンズ,item_198,item_198,000200,SOUBI_KYUUSYONIATARIYASUI,0,急所に当たる確率が上がる,30,0,0,ー,0,じゃくてんが　みえる　レンズ。,もたせた　ポケモンの　わざが,きゅうしょに　あたりやすくなる。,じゃくてんが　みえる　レンズ。,もたせた　ポケモンの　わざが,きゅうしょに　あたりやすくなる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
233,装備,メタルコート,メタルコート,item_199,item_199,000100,SOUBI_HAGANEIRYOKUUP,20,通信進化アイテム＋はがねタイプの威力が上がる　威力＝％,30,0,0,ー,0,とくしゅな　きんぞくの　まく。,もたせると　はがねタイプの,わざの　いりょくが　あがる。,とくしゅな　きんぞくの　まく。,もたせると　はがねタイプの,わざの　いりょくが　あがる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,アクア号船内：孫を見つけてきたら入手
234,装備,たべのこし,たべのこし,item_200,item_200,000200,SOUBI_HPKAIHUKUMAITURN,10,ターンチェックにＨＰの１／１６ずつ回復する。エフェクト後、「○○○○○は　○○○○○○○で　すこし　かいふく」の表示,10,0,0,ー,0,もたせると　ポケモンの　ＨＰが,せんとうの　あいだ　すこしずつ,かいふくする。,もたせると　ポケモンの　ＨＰが,せんとうの　あいだ　すこしずつ,かいふくする。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
235,装備,りゅうのウロコ,りゅうのウロコ,item_201,item_201,002100,SOUBI_DORAGONTUUSINSINKA,10,シードラ通信進化アイテム,30,0,0,ー,0,かたくて　じょうぶな　ウロコ。,ドラゴンタイプの　ポケモンが,もっていることが　ある。,かたくて　じょうぶな　ウロコ。,ドラゴンタイプの　ポケモンが,もっていることが　ある。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
236,装備,でんきだま,でんきだま,item_202,item_202,000100,SOUBI_PIKATYUUTOKUKOUNIBAI,0,ピカチュウが装備していると、攻撃と特攻の威力が２倍,30,NAGETUKERU_MAHINISURU,0,ー,0,ピカチュウに　もたせると,こうげきと　とくこうの　いりょくが,あがる　ふしぎな　たま。,ピカチュウに　もたせると,こうげきと　とくこうの　いりょくが,あがる　ふしぎな　たま。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
237,装備,やわらかいすな,やわらかいすな,item_203,item_203,000100,SOUBI_ZIMENUP,20,じめんタイプの威力が上がる。威力＝％,10,0,0,ー,0,さわると　サラサラする　すな。,もたせると　じめんタイプの,わざの　いりょくが　あがる。,さわると　サラサラする　すな。,もたせると　じめんタイプの,わざの　いりょくが　あがる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
238,装備,かたいいし,かたいいし,item_204,item_204,000100,SOUBI_IWAUP,20,いわタイプの威力が上がる。威力＝％,100,0,0,ー,0,ぜったいに　われない　いし。,もたせると　いわタイプの,わざの　いりょくが　あがる。,ぜったいに　われない　いし。,もたせると　いわタイプの,わざの　いりょくが　あがる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36番道路：木曜日に曜日兄弟のモクオから入手
239,装備,きせきのタネ,きせきのタネ,item_205,item_205,000100,SOUBI_KUSAUP,20,くさタイプの威力が上がる。威力＝％,30,0,0,ー,0,せいめいが　やどる　タネ。,もたせると　くさタイプの,わざの　いりょくが　あがる。,せいめいが　やどる　タネ。,もたせると　くさタイプの,わざの　いりょくが　あがる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32番道路：おじさん（ストッパー）から入手
240,装備,くろいメガネ,くろいメガネ,item_206,item_206,000100,SOUBI_AKUUP,20,あくタイプの威力が上がる。威力＝％,30,0,0,ー,0,あやしく　みえる　メガネ。,もたせると　あくタイプの,わざの　いりょくが　あがる。,あやしく　みえる　メガネ。,もたせると　あくタイプの,わざの　いりょくが　あがる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,くらやみの洞穴(フスベ側)：サングラスの男から入手
241,装備,くろおび,くろおび,item_207,item_206,000100,SOUBI_KAKUTOUUP,20,かくとうタイプの威力が上がる。威力＝％,30,0,0,ー,0,きが　ひきしまる　おび。,もたせると　かくとうタイプの,わざの　いりょくが　あがる。,きが　ひきしまる　おび。,もたせると　かくとうタイプの,わざの　いりょくが　あがる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,いかりの湖：水曜日に曜日兄弟のミズオから入手
242,装備,じしゃく,じしゃく,item_208,item_208,000100,SOUBI_DENKIUP,20,でんきタイプの威力が上がる。威力＝％,30,0,0,ー,0,きょうりょくな　じしゃく。,もたせると　でんきタイプの,わざの　いりょくが　あがる。,きょうりょくな　じしゃく。,もたせると　でんきタイプの,わざの　いりょくが　あがる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37番道路：日曜日に曜日兄弟のニチオから入手
243,装備,しんぴのしずく,しんぴのしずく,item_209,item_209,000100,SOUBI_MIZUUP,20,みずタイプの威力が上がる。威力＝％,30,0,0,ー,0,しずくの　かたちの　ほうせき。,もたせると　みずタイプの,わざの　いりょくが　あがる。,しずくの　かたちの　ほうせき。,もたせると　みずタイプの,わざの　いりょくが　あがる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ヨシノシティ：太った男から入手(要なみのり)
